"","UniProt_ID","Function"
"1372","Q14393","Plays a role in Dengue cell entry by apoptotic mimicry "
"1373","Q14393","Plays a role in Vaccinia virus cell entry by apoptotic mimicry "
"1374","Q14393","Plays a role in ebolavirus and marburgvirus cell entry by apoptotic mimicry "
"1375","Q14767","May play an integral structural role in elastic-fiber architectural organization and/or assembly"
"1376","Q14790","Most upstream protease of the activation cascade of caspases responsible for the TNFRSF6/FAS mediated and TNFRSF1A induced cell death"
"1377","Q14790","Binding to the adapter molecule FADD recruits it to either receptor"
"1378","Q14790","The resulting aggregate called death-inducing signaling complex (DISC) performs CASP8 proteolytic activation"
"1379","Q14790","The active dimeric enzyme is then liberated from the DISC and free to activate downstream apoptotic proteases"
"1380","Q14790","Proteolytic fragments of the N-terminal propeptide (termed CAP3, CAP5 and CAP6) are likely retained in the DISC"
"1381","Q14790","Cleaves and activates CASP3, CASP4, CASP6, CASP7, CASP9 and CASP10"
"1382","Q14790","May participate in the GZMB apoptotic pathways"
"1383","Q14790","Cleaves ADPRT"
"1384","Q14790","Hydrolyzes the small-molecule substrate, Ac-Asp-Glu-Val-Asp-|-AMC"
"1385","Q14790","Likely target for the cowpox virus CRMA death inhibitory protein"
"1386","Q14790","Isoform 5, isoform 6, isoform 7 and isoform 8 lack the catalytic site and may interfere with the pro-apoptotic activity of the complex"
"1387","Q14956","Could be a melanogenic enzyme"
"1388","Q15113","Binds to the C-terminal propeptide of type I procollagen and enhances procollagen C-proteinase activity.; C-terminal processed part of PCPE (CT-PCPE) may have an metalloproteinase inhibitory activity."
"1389","Q15116","Inhibitory receptor on antigen activated T-cells that plays a critical role in induction and maintenance of immune tolerance to self "
"1390","Q15116","Delivers inhibitory signals upon binding to ligands CD274/PDCD1L1 and CD273/PDCD1LG2 "
"1391","Q15116","Following T-cell receptor (TCR) engagement, PDCD1 associates with CD3-TCR in the immunological synapse and directly inhibits T-cell activation (By similarity)"
"1392","Q15116","Suppresses T-cell activation through the recruitment of PTPN11/SHP-2: following ligand-binding, PDCD1 is phosphorylated within the ITSM motif, leading to the recruitment of the protein tyrosine phosphatase PTPN11/SHP-2 that mediates dephosphorylation of key TCR proximal signaling molecules, such as ZAP70, PRKCQ/PKCtheta and CD247/CD3zeta (By similarity)"
"1393","Q15116","The interaction with CD274/PDCD1L1 inhibits cytotoxic T lymphocytes (CTLs) effector function "
"1394","Q15116","The blockage of the PDCD1-mediated pathway results in the reversal of the exhausted T-cell phenotype and the normalization of the anti-tumor response, providing a rationale for cancer immunotherapy "
"1395","Q15166","Has low activity towards the organophosphate paraxon and aromatic carboxylic acid esters"
"1396","Q15166","Rapidly hydrolyzes lactones such as statin prodrugs (e.g"
"1397","Q15166","lovastatin)"
"1398","Q15166","Hydrolyzes aromatic lactones and 5- or 6-member ring lactones with aliphatic substituents but not simple lactones or those with polar substituents"
"1399","Q15389","Binds and activates TEK/TIE2 receptor by inducing its dimerization and tyrosine phosphorylation"
"1400","Q15389","Plays an important role in the regulation of angiogenesis, endothelial cell survival, proliferation, migration, adhesion and cell spreading, reorganization of the actin cytoskeleton, but also maintenance of vascular quiescence"
"1401","Q15389","Required for normal angiogenesis and heart development during embryogenesis"
"1402","Q15389","After birth, activates or inhibits angiogenesis, depending on the context"
"1403","Q15389","Inhibits angiogenesis and promotes vascular stability in quiescent vessels, where endothelial cells have tight contacts"
"1404","Q15389","In quiescent vessels, ANGPT1 oligomers recruit TEK to cell-cell contacts, forming complexes with TEK molecules from adjoining cells, and this leads to preferential activation of phosphatidylinositol 3-kinase and the AKT1 signaling cascades"
"1405","Q15389","In migrating endothelial cells that lack cell-cell adhesions, ANGT1 recruits TEK to contacts with the extracellular matrix, leading to the formation of focal adhesion complexes, activation of PTK2/FAK and of the downstream kinases MAPK1/ERK2 and MAPK3/ERK1, and ultimately to the stimulation of sprouting angiogenesis"
"1406","Q15389","Mediates blood vessel maturation/stability"
"1407","Q15389","Implicated in endothelial developmental processes later and distinct from that of VEGF"
"1408","Q15389","Appears to play a crucial role in mediating reciprocal interactions between the endothelium and surrounding matrix and mesenchyme"
"1409","Q15485","May function in innate immunity through activation of the lectin complement pathway"
"1410","Q15485","Calcium-dependent and GlcNAc-binding lectin"
"1411","Q15485","Enhances phagocytosis of S.typhimurium by neutrophils, suggesting an opsonic effect via the collagen region"
"1412","Q15582","Plays a role in cell adhesion "
"1413","Q15582","May play a role in cell-collagen interactions (By similarity)"
"1414","Q16270","Binds IGF-I and IGF-II with a relatively low affinity"
"1415","Q16270","Stimulates prostacyclin (PGI2) production"
"1416","Q16270","Stimulates cell adhesion"
"1417","Q16552","Ligand for IL17RA and IL17RC "
"1418","Q16552","The heterodimer formed by IL17A and IL17F is a ligand for the heterodimeric complex formed by IL17RA and IL17RC "
"1419","Q16552","Involved in inducing stromal cells to produce proinflammatory and hematopoietic cytokines "
"1420","Q16619","Induces cardiac myocyte hypertrophy in vitro"
"1421","Q16619","Binds to and activates the ILST/gp130 receptor."
"1422","Q16627","Has weak activities on human monocytes and acts via receptors that also recognize MIP-1 alpha"
"1423","Q16627","It induces intracellular Ca(2+) changes and enzyme release, but no chemotaxis, at concentrations of 100-1,000 nM, and is inactive on T-lymphocytes, neutrophils, and eosinophil leukocytes"
"1424","Q16627","Enhances the proliferation of CD34 myeloid progenitor cells"
"1425","Q16627","The processed form HCC-1(9-74) is a chemotactic factor that attracts monocytes, eosinophils, and T-cells and is a ligand for CCR1, CCR3 and CCR5"
"1426","Q16663","Chemotactic factor that attracts T-cells and monocytes, but not neutrophils, eosinophils, or B-cells"
"1427","Q16663","Acts mainly via CC chemokine receptor CCR1"
"1428","Q16663","Also binds to CCR3"
"1429","Q16663","CCL15(22-92), CCL15(25-92) and CCL15(29-92) are more potent chemoattractants than the small-inducible cytokine A15"
"1430","Q16769","Responsible for the biosynthesis of pyroglutamyl peptides"
"1431","Q16769","Has a bias against acidic and tryptophan residues adjacent to the N-terminal glutaminyl residue and a lack of importance of chain length after the second residue"
"1432","Q16769","Also catalyzes N-terminal pyroglutamate formation"
"1433","Q16769","In vitro, catalyzes pyroglutamate formation of N-terminally truncated form of APP amyloid-beta peptides [Glu-3]-amyloid-beta"
"1434","Q16769","May be involved in the N-terminal pyroglutamate formation of several amyloid-related plaque-forming peptides"
"1435","Q16790","Reversible hydration of carbon dioxide"
"1436","Q16790","Participates in pH regulation"
"1437","Q16790","May be involved in the control of cell proliferation and transformation"
"1438","Q16790","Appears to be a novel specific biomarker for a cervical neoplasia"
"1439","Q16853","Cell adhesion protein that participates in lymphocyte extravasation and recirculation by mediating the binding of lymphocytes to peripheral lymph node vascular endothelial cells in an L-selectin-independent fashion"
"1440","Q16853","Has semicarbazide-sensitive (SSAO) monoamine oxidase activity"
"1441","Q16853","May play a role in adipogenesis"
"1442","Q16864","Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function"
"1443","Q16864","V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells."
"1444","Q29980","Seems to have no role in antigen presentation"
"1445","Q29980","Acts as a stress-induced self-antigen that is recognized by gamma delta T cells"
"1446","Q29980","Ligand for the KLRK1/NKG2D receptor"
"1447","Q29980","Binding to KLRK1 leads to cell lysis"
"1448","Q29983","Seems to have no role in antigen presentation"
"1449","Q29983","Acts as a stress-induced self-antigen that is recognized by gamma delta T-cells"
"1450","Q29983","Ligand for the KLRK1/NKG2D receptor"
"1451","Q29983","Binding to KLRK1 leads to cell lysis"
"1452","Q5JZY3","Receptor for members of the ephrin-A family"
"1453","Q5JZY3","Binds to EFNA3, EFNA4 and EFNA5"
"1454","Q5T2D2","Cell surface receptor that may play a role in the innate and adaptive immune response"
"1455","Q5T2D2","Acts as a counter-receptor for CD276 and interaction with CD276 on T-cells enhances T-cell activation"
"1456","Q5T4W7","Ligand for the GFR-alpha-3-RET receptor complex but can also activate the GFR-alpha-1-RET receptor complex"
"1457","Q5T4W7","Supports the survival of sensory and sympathetic peripheral neurons in culture and also supports the survival of dopaminergic neurons of the ventral mid-brain"
"1458","Q5T4W7","Strong attractant of gut hematopoietic cells thus promoting the formation Peyer's patch-like structures, a major component of the gut-associated lymphoid tissue"
"1459","Q6EMK4","May act as an inhibitor of TGF-beta signaling"
"1460","Q6UWL6","May regulate basal insulin secretion"
"1461","Q6UX27","Isoform 2: Behaves as a cytokine, promoting IL17A secretion by CD4+ T-cells, and differentiation and activation of IL17 producing helper T-cells (TH17).; Isoform 1: Inhibitory immune receptor involved in the regulation of phagocytes."
"1462","Q6UXK2","Required for axon extension during neural development"
"1463","Q86VB7","Acute phase-regulated receptor involved in clearance and endocytosis of hemoglobin/haptoglobin complexes by macrophages and may thereby protect tissues from free hemoglobin-mediated oxidative damage"
"1464","Q86VB7","May play a role in the uptake and recycling of iron, via endocytosis of hemoglobin/haptoglobin and subsequent breakdown of heme"
"1465","Q86VB7","Binds hemoglobin/haptoglobin complexes in a calcium-dependent and pH-dependent manner"
"1466","Q86VB7","Exhibits a higher affinity for complexes of hemoglobin and multimeric haptoglobin of HP*1F phenotype than for complexes of hemoglobin and dimeric haptoglobin of HP*1S phenotype"
"1467","Q86VB7","Induces a cascade of intracellular signals that involves tyrosine kinase-dependent calcium mobilization, inositol triphosphate production and secretion of IL6 and CSF1"
"1468","Q86VB7","Isoform 3 exhibits the higher capacity for ligand endocytosis and the more pronounced surface expression when expressed in cells.; After shedding, the soluble form (sCD163) may play an anti-inflammatory role, and may be a valuable diagnostic parameter for monitoring macrophage activation in inflammatory conditions."
"1469","Q86Z14","Contributes to the transcriptional repression of cholesterol 7-alpha-hydroxylase (CYP7A1), the rate-limiting enzyme in bile acid synthesis"
"1470","Q86Z14","Probably inactive as a glycosidase"
"1471","Q86Z14","Increases the ability of FGFR1 and FGFR4 to bind FGF21 (By similarity)"
"1472","Q8IU54","Cytokine with antiviral, antitumour and immunomodulatory activities"
"1473","Q8IU54","Plays a critical role in the antiviral host defense, predominantly in the epithelial tissues"
"1474","Q8IU54","Acts as a ligand for the heterodimeric class II cytokine receptor composed of IL10RB and IFNLR1, and receptor engagement leads to the activation of the JAK/STAT signaling pathway resulting in the expression of IFN-stimulated genes (ISG), which mediate the antiviral state"
"1475","Q8IU54","Has a restricted receptor distribution and therefore restricted targets: is primarily active in epithelial cells and this cell type-selective action is because of the epithelial cell-specific expression of its receptor IFNLR1"
"1476","Q8IU54","Exerts an immunomodulatory effect by up-regulating MHC class I antigen expression."
"1477","Q8IX05","Potential multifunctional C-type lectin receptor that may play roles in endocytosis and phagocytosis as well as in cell adhesion and migration"
"1478","Q8IXJ6","NAD-dependent protein deacetylase, which deacetylates internal lysines on histone and alpha-tubulin as well as many other proteins such as key transcription factors "
"1479","Q8IXJ6","Participates in the modulation of multiple and diverse biological processes such as cell cycle control, genomic integrity, microtubule dynamics, cell differentiation, metabolic networks, and autophagy"
"1480","Q8IXJ6","Plays a major role in the control of cell cycle progression and genomic stability"
"1481","Q8IXJ6","Functions in the antephase checkpoint preventing precocious mitotic entry in response to microtubule stress agents, and hence allowing proper inheritance of chromosomes"
"1482","Q8IXJ6","Positively regulates the anaphase promoting complex/cyclosome (APC/C) ubiquitin ligase complex activity by deacetylating CDC20 and FZR1, then allowing progression through mitosis"
"1483","Q8IXJ6","Associates both with chromatin at transcriptional start sites (TSSs) and enhancers of active genes"
"1484","Q8IXJ6","Plays a role in cell cycle and chromatin compaction through epigenetic modulation of the regulation of histone H4 'Lys-20' methylation (H4K20me1) during early mitosis"
"1485","Q8IXJ6","Specifically deacetylates histone H4 at 'Lys-16' (H4K16ac) between the G2/M transition and metaphase enabling H4K20me1 deposition by KMT5A leading to ulterior levels of H4K20me2 and H4K20me3 deposition throughout cell cycle, and mitotic S-phase progression "
"1486","Q8IXJ6","Deacetylates KMT5A modulating KMT5A chromatin localization during the mitotic stress response "
"1487","Q8IXJ6","Deacetylates also histone H3 at 'Lys-57' (H3K56ac) during the mitotic G2/M transition"
"1488","Q8IXJ6","Upon bacterium Listeria monocytogenes infection, deacetylates 'Lys-18' of histone H3 in a receptor tyrosine kinase MET- and PI3K/Akt-dependent manner, thereby inhibiting transcriptional activity and promoting late stages of listeria infection "
"1489","Q8IXJ6","During oocyte meiosis progression, may deacetylate histone H4 at 'Lys-16' (H4K16ac) and alpha-tubulin, regulating spindle assembly and chromosome alignment by influencing microtubule dynamics and kinetochore function"
"1490","Q8IXJ6","Deacetylates histone H4 at 'Lys-16' (H4K16ac) at the VEGFA promoter and thereby contributes to regulate expression of VEGFA, a key regulator of angiogenesis "
"1491","Q8IXJ6","Deacetylates alpha-tubulin at 'Lys-40' and hence controls neuronal motility, oligodendroglial cell arbor projection processes and proliferation of non-neuronal cells"
"1492","Q8IXJ6","Phosphorylation at Ser-368 by a G1/S-specific cyclin E-CDK2 complex inactivates SIRT2-mediated alpha-tubulin deacetylation, negatively regulating cell adhesion, cell migration and neurite outgrowth during neuronal differentiation"
"1493","Q8IXJ6","Deacetylates PARD3 and participates in the regulation of Schwann cell peripheral myelination formation during early postnatal development and during postinjury remyelination"
"1494","Q8IXJ6","Involved in several cellular metabolic pathways"
"1495","Q8IXJ6","Plays a role in the regulation of blood glucose homeostasis by deacetylating and stabilizing phosphoenolpyruvate carboxykinase PCK1 activity in response to low nutrient availability"
"1496","Q8IXJ6","Acts as a key regulator in the pentose phosphate pathway (PPP) by deacetylating and activating the glucose-6-phosphate G6PD enzyme, and therefore, stimulates the production of cytosolic NADPH to counteract oxidative damage"
"1497","Q8IXJ6","Maintains energy homeostasis in response to nutrient deprivation as well as energy expenditure by inhibiting adipogenesis and promoting lipolysis"
"1498","Q8IXJ6","Attenuates adipocyte differentiation by deacetylating and promoting FOXO1 interaction to PPARG and subsequent repression of PPARG-dependent transcriptional activity"
"1499","Q8IXJ6","Plays a role in the regulation of lysosome-mediated degradation of protein aggregates by autophagy in neuronal cells"
"1500","Q8IXJ6","Deacetylates FOXO1 in response to oxidative stress or serum deprivation, thereby negatively regulating FOXO1-mediated autophagy "
"1501","Q8IXJ6","Deacetylates a broad range of transcription factors and co-regulators regulating target gene expression"
"1502","Q8IXJ6","Deacetylates transcriptional factor FOXO3 stimulating the ubiquitin ligase SCF(SKP2)-mediated FOXO3 ubiquitination and degradation (By similarity)"
"1503","Q8IXJ6","Deacetylates HIF1A and therefore promotes HIF1A degradation and inhibition of HIF1A transcriptional activity in tumor cells in response to hypoxia "
"1504","Q8IXJ6","Deacetylates RELA in the cytoplasm inhibiting NF-kappaB-dependent transcription activation upon TNF-alpha stimulation"
"1505","Q8IXJ6","Inhibits transcriptional activation by deacetylating p53/TP53 and EP300 "
"1506","Q8IXJ6","Deacetylates also EIF5A "
"1507","Q8IXJ6","Functions as a negative regulator on oxidative stress-tolerance in response to anoxia-reoxygenation conditions"
"1508","Q8IXJ6","Plays a role as tumor suppressor "
"1509","Q8N423","Receptor for class I MHC antigens"
"1510","Q8N423","Recognizes a broad spectrum of HLA-A, HLA-B, HLA-C, HLA-G and HLA-F alleles "
"1511","Q8N423","Involved in the down-regulation of the immune response and the development of tolerance"
"1512","Q8N423","Recognizes HLA-G in complex with B2M/beta-2 microglobulin and a nonamer self-peptide (peptide-bound HLA-G-B2M) triggering differentiation of type 1 regulatory T cells and myeloid-derived suppressor cells, both of which actively maintain maternal-fetal tolerance "
"1513","Q8N423","Competes with CD8A for binding to class I MHC antigens"
"1514","Q8N423","Inhibits FCGR1A-mediated phosphorylation of cellular proteins and mobilization of intracellular calcium ions "
"1515","Q8N474","Soluble frizzled-related proteins (sFRPS) function as modulators of Wnt signaling through direct interaction with Wnts"
"1516","Q8N474","They have a role in regulating cell growth and differentiation in specific cell types"
"1517","Q8N474","SFRP1 decreases intracellular beta-catenin levels (By similarity)"
"1518","Q8N474","Has antiproliferative effects on vascular cells, in vitro and in vivo, and can induce, in vivo, an angiogenic response"
"1519","Q8N474","In vascular cell cycle, delays the G1 phase and entry into the S phase (By similarity)"
"1520","Q8N474","In kidney development, inhibits tubule formation and bud growth in metanephroi (By similarity)"
"1521","Q8N474","Inhibits WNT1/WNT4-mediated TCF-dependent transcription"
"1522","Q8N6P7","Component of the receptor for IL20, IL22 and IL24"
"1523","Q8N6P7","Component of IL22 receptor formed by IL22RA1 and IL10RB enabling IL22 signaling via JAK/STAT pathways"
"1524","Q8N6P7","IL22 also induces activation of MAPK1/MAPK3 and Akt kinases pathways"
"1525","Q8N6P7","Component of one of the receptor for IL20 and IL24 formed by IL22RA1 and IL20RB also signaling through STATs activation"
"1526","Q8N6P7","Mediates IL24 antiangiogenic activity as well as IL24 inhibitory effect on endothelial cell tube formation and differentiation"
"1527","Q8NBP7","Crucial player in the regulation of plasma cholesterol homeostasis"
"1528","Q8NBP7","Binds to low-density lipid receptor family members: low density lipoprotein receptor (LDLR), very low density lipoprotein receptor (VLDLR), apolipoprotein E receptor (LRP1/APOER) and apolipoprotein receptor 2 (LRP8/APOER2), and promotes their degradation in intracellular acidic compartments "
"1529","Q8NBP7","Acts via a non-proteolytic mechanism to enhance the degradation of the hepatic LDLR through a clathrin LDLRAP1/ARH-mediated pathway"
"1530","Q8NBP7","May prevent the recycling of LDLR from endosomes to the cell surface or direct it to lysosomes for degradation"
"1531","Q8NBP7","Can induce ubiquitination of LDLR leading to its subsequent degradation "
"1532","Q8NBP7","Inhibits intracellular degradation of APOB via the autophagosome/lysosome pathway in a LDLR-independent manner"
"1533","Q8NBP7","Involved in the disposal of non-acetylated intermediates of BACE1 in the early secretory pathway "
"1534","Q8NBP7","Inhibits epithelial Na(+) channel (ENaC)-mediated Na(+) absorption by reducing ENaC surface expression primarily by increasing its proteasomal degradation"
"1535","Q8NBP7","Regulates neuronal apoptosis via modulation of LRP8/APOER2 levels and related anti-apoptotic signaling pathways"
"1536","Q8NFT8","Activator of the NOTCH1 pathway"
"1537","Q8NFT8","May mediate neuron-glia interaction during astrocytogenesis (By similarity)"
"1538","Q8NHL6","Receptor for class I MHC antigens"
"1539","Q8NHL6","Recognizes a broad spectrum of HLA-A, HLA-B, HLA-C, HLA-G and HLA-F alleles "
"1540","Q8NHL6","Receptor for H301/UL18, a human cytomegalovirus class I MHC homolog"
"1541","Q8NHL6","Ligand binding results in inhibitory signals and down-regulation of the immune response"
"1542","Q8NHL6","Engagement of LILRB1 present on natural killer cells or T-cells by class I MHC molecules protects the target cells from lysis"
"1543","Q8NHL6","Interaction with HLA-B or HLA-E leads to inhibition of FCER1A signaling and serotonin release"
"1544","Q8NHL6","Inhibits FCGR1A-mediated phosphorylation of cellular proteins and mobilization of intracellular calcium ions "
"1545","Q8NHL6","Recognizes HLA-G in complex with B2M/beta-2 microglobulin and a nonamer self-peptide "
"1546","Q8NHL6","Upon interaction with peptide-bound HLA-G-B2M complex, triggers secretion of growth-promoting factors by decidual NK cells "
"1547","Q8NHL6","Reprograms B cells toward an immune suppressive phenotype "
"1548","Q8TCT1","Phosphatase that has a high activity toward phosphoethanolamine (PEA) and phosphocholine (PCho)"
"1549","Q8TCT1","Involved in the generation of inorganic phosphate for bone mineralization."
"1550","Q92583","Chemotactic factor for T-lymphocytes but not monocytes or granulocytes"
"1551","Q92583","May play a role in T-cell development in thymus and in trafficking and activation of mature T-cells"
"1552","Q92583","Binds to CCR4"
"1553","Q92597","Stress-responsive protein involved in hormone responses, cell growth, and differentiation"
"1554","Q92597","Acts as a tumor suppressor in many cell types"
"1555","Q92597","Necessary but not sufficient for p53/TP53-mediated caspase activation and apoptosis"
"1556","Q92597","Has a role in cell trafficking, notably of the Schwann cell, and is necessary for the maintenance and development of the peripheral nerve myelin sheath"
"1557","Q92597","Required for vesicular recycling of CDH1 and TF"
"1558","Q92597","May also function in lipid trafficking"
"1559","Q92597","Protects cells from spindle disruption damage"
"1560","Q92597","Functions in p53/TP53-dependent mitotic spindle checkpoint"
"1561","Q92597","Regulates microtubule dynamics and maintains euploidy"
"1562","Q92876","Serine protease which exhibits a preference for Arg over Lys in the substrate P1 position and for Ser or Pro in the P2 position"
"1563","Q92876","Shows activity against amyloid precursor protein, myelin basic protein, gelatin, casein and extracellular matrix proteins such as fibronectin, laminin, vitronectin and collagen"
"1564","Q92876","Degrades alpha-synuclein and prevents its polymerization, indicating that it may be involved in the pathogenesis of Parkinson disease and other synucleinopathies"
"1565","Q92876","May be involved in regulation of axon outgrowth following spinal cord injury"
"1566","Q92876","Tumor cells treated with a neutralizing KLK6 antibody migrate less than control cells, suggesting a role in invasion and metastasis"
"1567","Q92956","Receptor for four distinct ligands: The TNF superfamily members TNFSF14/LIGHT and homotrimeric LTA/lymphotoxin-alpha and the immunoglobulin superfamily members BTLA and CD160, altogether defining a complex stimulatory and inhibitory signaling network "
"1568","Q92956","Signals via the TRAF2-TRAF3 E3 ligase pathway to promote immune cell survival and differentiation "
"1569","Q92956","Participates in bidirectional cell-cell contact signaling between antigen presenting cells and lymphocytes"
"1570","Q92956","In response to ligation of TNFSF14/LIGHT, delivers costimulatory signals to T cells, promoting cell proliferation and effector functions "
"1571","Q92956","Interacts with CD160 on NK cells, enhancing IFNG production and anti-tumor immune response "
"1572","Q92956","In the context of bacterial infection, acts as a signaling receptor on epithelial cells for CD160 from intraepithelial lymphocytes, triggering the production of antimicrobial proteins and proinflammatory cytokines (By similarity)"
"1573","Q92956","Upon binding to CD160 on activated CD4+ T cells, downregulates CD28 costimulatory signaling, restricting memory and alloantigen-specific immune response "
"1574","Q92956","May interact in cis (on the same cell) or in trans (on other cells) with BTLA "
"1575","Q92956","In cis interactions, appears to play an immune regulatory role inhibiting in trans interactions in naive T cells to maintain a resting state"
"1576","Q92956","In trans interactions, can predominate during adaptive immune response to provide survival signals to effector T cells "
"1577","Q969D9","Isoform 1: Cytokine that induces the release of T-cell-attracting chemokines from monocytes and, in particular, enhances the maturation of CD11c(+) dendritic cells"
"1578","Q969D9","Can induce allergic inflammation by directly activating mast cells"
"1579","Q969M7","Accepts the ubiquitin-like protein NEDD8 from the UBA3-NAE1 E1 complex and catalyzes its covalent attachment to other proteins"
"1580","Q969M7","The specific interaction with the E3 ubiquitin ligase RBX2, but not RBX1, suggests that the RBX2-UBE2F complex neddylates specific target proteins, such as CUL5"
"1581","Q96B36","Subunit of mTORC1, which regulates cell growth and survival in response to nutrient and hormonal signals"
"1582","Q96B36","mTORC1 is activated in response to growth factors or amino acids"
"1583","Q96B36","Growth factor-stimulated mTORC1 activation involves a AKT1-mediated phosphorylation of TSC1-TSC2, which leads to the activation of the RHEB GTPase that potently activates the protein kinase activity of mTORC1"
"1584","Q96B36","Amino acid-signaling to mTORC1 requires its relocalization to the lysosomes mediated by the Ragulator complex and the Rag GTPases"
"1585","Q96B36","Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis"
"1586","Q96B36","mTORC1 phosphorylates EIF4EBP1 and releases it from inhibiting the elongation initiation factor 4E (eiF4E)"
"1587","Q96B36","mTORC1 phosphorylates and activates S6K1 at 'Thr-389', which then promotes protein synthesis by phosphorylating PDCD4 and targeting it for degradation"
"1588","Q96B36","Within mTORC1, AKT1S1 negatively regulates mTOR activity in a manner that is dependent on its phosphorylation state and binding to 14-3-3 proteins"
"1589","Q96B36","Inhibits RHEB-GTP-dependent mTORC1 activation"
"1590","Q96B36","Substrate for AKT1 phosphorylation, but can also be activated by AKT1-independent mechanisms"
"1591","Q96B36","May also play a role in nerve growth factor-mediated neuroprotection"
"1592","Q96EK5","Required for organization of axonal microtubules, and axonal outgrowth and maintenance during peripheral and central nervous system development"
"1593","Q96EP0","E3 ubiquitin-protein ligase component of the LUBAC complex which conjugates linear ('Met-1'-linked) polyubiquitin chains to substrates and plays a key role in NF-kappa-B activation and regulation of inflammation "
"1594","Q96EP0","LUBAC conjugates linear polyubiquitin to IKBKG and RIPK1 and is involved in activation of the canonical NF-kappa-B and the JNK signaling pathways "
"1595","Q96EP0","Linear ubiquitination mediated by the LUBAC complex interferes with TNF-induced cell death and thereby prevents inflammation "
"1596","Q96EP0","LUBAC is recruited to the TNF-R1 signaling complex (TNF-RSC) following polyubiquitination of TNF-RSC components by BIRC2 and/or BIRC3 and to conjugate linear polyubiquitin to IKBKG and possibly other components contributing to the stability of the complex "
"1597","Q96EP0","Together with OTULIN, the LUBAC complex regulates the canonical Wnt signaling during angiogenesis "
"1598","Q96EP0","Binds polyubiquitin of different linkage types "
"1599","Q96F46","Receptor for IL17A "
"1600","Q96F46","Receptor for IL17F "
"1601","Q96F46","Binds to IL17A with higher affinity than to IL17F "
"1602","Q96F46","Binds IL17A and IL17F homodimers as part of a heterodimeric complex with IL17RC "
"1603","Q96F46","Also binds heterodimers formed by IL17A and IL17F as part of a heterodimeric complex with IL17RC "
"1604","Q96F46","Receptor for IL17C as part of a heterodimeric complex with IL17RE "
"1605","Q96F46","Activation of IL17RA leads to induction of expression of inflammatory chemokines and cytokines such as CXCL1, CXCL8/IL8 and IL6 "
"1606","Q96H15","Phosphatidylserine receptor that enhances the engulfment of apoptotic cells"
"1607","Q96H15","Involved in regulating T-cell proliferation and lymphotoxin signaling"
"1608","Q96H15","Ligand for HAVCR1/TIMD1 (By similarity)"
"1609","Q96IU4","Has hydrolase activity towards p-nitrophenyl butyrate (in vitro)"
"1610","Q96IU4","May activate transcription"
"1611","Q96PL1","Secreted cytokine-like protein "
"1612","Q96PL1","Binds to the scavenger receptor MARCO "
"1613","Q96PL1","Can also bind to pathogens including the Gram-positive bacterium L.monocytogenes, the Gram-negative bacterium P.aeruginosa, and yeast "
"1614","Q96PL1","Strongly inhibits phospholipase A2 (PLA2G1B) activity "
"1615","Q96PL1","Seems to have anti-inflammatory effects in respiratory epithelium (By similarity)"
"1616","Q96PL1","Also has anti-fibrotic activity in lung "
"1617","Q96PL1","May play a role in fetal lung development and maturation "
"1618","Q96PL1","Promotes branching morphogenesis during early stages of lung development "
"1619","Q96PL1","In the pituitary, may inhibit production of follicle-stimulating hormone (FSH) and luteinizing hormone (LH) (By similarity)"
"1620","Q96RJ3","B-cell receptor specific for TNFSF13B/TALL1/BAFF/BLyS"
"1621","Q96RJ3","Promotes the survival of mature B-cells and the B-cell response"
"1622","Q99426","Binds to alpha-tubulin folding intermediates after their interaction with cytosolic chaperonin in the pathway leading from newly synthesized tubulin to properly folded heterodimer "
"1623","Q99426","Involved in regulation of tubulin heterodimer dissociation"
"1624","Q99426","May function as a negative regulator of axonal growth (By similarity)"
"1625","Q99616","Chemotactic factor that attracts monocytes, lymphocytes, basophils and eosinophils, but not neutrophils"
"1626","Q99616","Signals through CCR2B and CCR3 receptors"
"1627","Q99616","Plays a role in the accumulation of leukocytes at both sides of allergic and non-allergic inflammation"
"1628","Q99616","May be involved in the recruitment of monocytes into the arterial wall during the disease process of atherosclerosis"
"1629","Q99616","May play a role in the monocyte attraction in tissues chronically exposed to exogenous pathogens."
"1630","Q99650","Associates with IL31RA to form the IL31 receptor"
"1631","Q99650","Binds IL31 to activate STAT3 and possibly STAT1 and STAT5"
"1632","Q99650","Capable of transducing OSM-specific signaling events"
"1633","Q99727","Complexes with metalloproteinases (such as collagenases) and irreversibly inactivates them by binding to their catalytic zinc cofactor"
"1634","Q99727","Known to act on MMP-1, MMP-2, MMP-3, MMP-7 and MMP-9."
"1635","Q99731","May play a role not only in inflammatory and immunological responses but also in normal lymphocyte recirculation and homing"
"1636","Q99731","May play an important role in trafficking of T-cells in thymus, and T-cell and B-cell migration to secondary lymphoid organs"
"1637","Q99731","Binds to chemokine receptor CCR7"
"1638","Q99731","Recombinant CCL19 shows potent chemotactic activity for T-cells and B-cells but not for granulocytes and monocytes"
"1639","Q99731","Binds to atypical chemokine receptor ACKR4 and mediates the recruitment of beta-arrestin (ARRB1/2) to ACKR4"
"1640","Q99748","Supports the survival of sympathetic neurons in culture"
