"","UniProt_ID","Biological_process","GO_ID"
"6338","Q14393","positive regulation of TOR signaling","GO:0032008"
"6339","Q14393","post-translational protein modification","GO:0043687"
"6340","Q14393","protein kinase B signaling","GO:0043491"
"6341","Q14393","protein localization to plasma membrane","GO:0072659"
"6342","Q14393","protein phosphorylation","GO:0006468"
"6343","Q14393","receptor-mediated virion attachment to host cell","GO:0046813"
"6344","Q14393","regulation of growth","GO:0040008"
"6345","Q14393","signal transduction","GO:0007165"
"6346","Q14393","viral entry into host cell","GO:0046718"
"6347","Q14393","viral genome replication","GO:0019079"
"6348","Q14515","cellular protein metabolic process","GO:0044267"
"6349","Q14515","post-translational protein modification","GO:0043687"
"6350","Q14515","signal transduction","GO:0007165"
"6351","Q14515","synaptic membrane adhesion","GO:0099560"
"6352","Q14767","protein secretion","GO:0009306"
"6353","Q14767","protein targeting","GO:0006605"
"6354","Q14767","supramolecular fiber organization","GO:0097435"
"6355","Q14767","transforming growth factor beta receptor signaling pathway","GO:0007179"
"6356","Q14790","activation of cysteine-type endopeptidase activity","GO:0097202"
"6357","Q14790","activation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0006919"
"6358","Q14790","activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","GO:0097296"
"6359","Q14790","apoptotic process","GO:0006915"
"6360","Q14790","apoptotic signaling pathway","GO:0097190"
"6361","Q14790","B cell activation","GO:0042113"
"6362","Q14790","cell surface receptor signaling pathway","GO:0007166"
"6363","Q14790","cellular response to mechanical stimulus","GO:0071260"
"6364","Q14790","cellular response to organic cyclic compound","GO:0071407"
"6365","Q14790","death-inducing signaling complex assembly","GO:0071550"
"6366","Q14790","execution phase of apoptosis","GO:0097194"
"6367","Q14790","extrinsic apoptotic signaling pathway","GO:0097191"
"6368","Q14790","extrinsic apoptotic signaling pathway via death domain receptors","GO:0008625"
"6369","Q14790","macrophage differentiation","GO:0030225"
"6370","Q14790","natural killer cell activation","GO:0030101"
"6371","Q14790","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","GO:1902042"
"6372","Q14790","negative regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043124"
"6373","Q14790","nucleotide-binding oligomerization domain containing signaling pathway","GO:0070423"
"6374","Q14790","positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043123"
"6375","Q14790","positive regulation of interleukin-1 beta production","GO:0032731"
"6376","Q14790","positive regulation of macrophage differentiation","GO:0045651"
"6377","Q14790","positive regulation of neuron death","GO:1901216"
"6378","Q14790","positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway","GO:1900740"
"6379","Q14790","positive regulation of proteolysis","GO:0045862"
"6380","Q14790","proteolysis","GO:0006508"
"6381","Q14790","proteolysis involved in cellular protein catabolic process","GO:0051603"
"6382","Q14790","regulation of extrinsic apoptotic signaling pathway via death domain receptors","GO:1902041"
"6383","Q14790","regulation of necroptotic process","GO:0060544"
"6384","Q14790","regulation of tumor necrosis factor-mediated signaling pathway","GO:0010803"
"6385","Q14790","response to cobalt ion","GO:0032025"
"6386","Q14790","response to cold","GO:0009409"
"6387","Q14790","response to estradiol","GO:0032355"
"6388","Q14790","response to ethanol","GO:0045471"
"6389","Q14790","response to lipopolysaccharide","GO:0032496"
"6390","Q14790","response to tumor necrosis factor","GO:0034612"
"6391","Q14790","suppression by virus of host cysteine-type endopeptidase activity involved in apoptotic process","GO:0039650"
"6392","Q14790","syncytiotrophoblast cell differentiation involved in labyrinthine layer development","GO:0060715"
"6393","Q14790","T cell activation","GO:0042110"
"6394","Q14790","toll-like receptor 3 signaling pathway","GO:0034138"
"6395","Q14790","TRAIL-activated apoptotic signaling pathway","GO:0036462"
"6396","Q14790","TRIF-dependent toll-like receptor signaling pathway","GO:0035666"
"6397","Q14956","bone mineralization","GO:0030282"
"6398","Q14956","cell adhesion","GO:0007155"
"6399","Q14956","cell-cell signaling","GO:0007267"
"6400","Q14956","negative regulation of cell population proliferation","GO:0008285"
"6401","Q14956","negative regulation of cytokine production","GO:0001818"
"6402","Q14956","negative regulation of G1/S transition of mitotic cell cycle","GO:2000134"
"6403","Q14956","negative regulation of neuron death","GO:1901215"
"6404","Q14956","negative regulation of T cell activation","GO:0050868"
"6405","Q14956","negative regulation of T cell proliferation","GO:0042130"
"6406","Q14956","negative regulation of tumor necrosis factor production","GO:0032720"
"6407","Q14956","osteoblast differentiation","GO:0001649"
"6408","Q14956","positive chemotaxis","GO:0050918"
"6409","Q14956","positive regulation of cell migration","GO:0030335"
"6410","Q14956","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"6411","Q14956","positive regulation of protein autophosphorylation","GO:0031954"
"6412","Q14956","positive regulation of protein phosphorylation","GO:0001934"
"6413","Q14956","regulation of angiogenesis","GO:0045765"
"6414","Q14956","regulation of tissue remodeling","GO:0034103"
"6415","Q14956","signal transduction","GO:0007165"
"6416","Q15113","cellular response to leukemia inhibitory factor","GO:1990830"
"6417","Q15113","multicellular organism development","GO:0007275"
"6418","Q15113","proteolysis","GO:0006508"
"6419","Q15116","adaptive immune response","GO:0002250"
"6420","Q15116","apoptotic process","GO:0006915"
"6421","Q15116","humoral immune response","GO:0006959"
"6422","Q15116","multicellular organism development","GO:0007275"
"6423","Q15116","negative regulation of apoptotic process","GO:0043066"
"6424","Q15116","negative regulation of immune response","GO:0050777"
"6425","Q15116","negative regulation of tolerance induction","GO:0002644"
"6426","Q15116","positive regulation of T cell apoptotic process","GO:0070234"
"6427","Q15116","T cell costimulation","GO:0031295"
"6428","Q15126","cholesterol biosynthetic process","GO:0006695"
"6429","Q15126","isopentenyl diphosphate biosynthetic process, mevalonate pathway","GO:0019287"
"6430","Q15126","regulation of cholesterol biosynthetic process","GO:0045540"
"6431","Q15126","response to cholesterol","GO:0070723"
"6432","Q15126","sterol biosynthetic process","GO:0016126"
"6433","Q15166","aromatic compound catabolic process","GO:0019439"
"6434","Q15166","carboxylic acid catabolic process","GO:0046395"
"6435","Q15166","coumarin catabolic process","GO:0046226"
"6436","Q15166","lipoxygenase pathway","GO:0019372"
"6437","Q15166","negative regulation of superoxide anion generation","GO:0032929"
"6438","Q15166","phenylacetate catabolic process","GO:0010124"
"6439","Q15166","response to toxic substance","GO:0009636"
"6440","Q15389","activation of transmembrane receptor protein tyrosine kinase activity","GO:0007171"
"6441","Q15389","cell differentiation","GO:0030154"
"6442","Q15389","cell-substrate adhesion","GO:0031589"
"6443","Q15389","glomerulus vasculature development","GO:0072012"
"6444","Q15389","hemopoiesis","GO:0030097"
"6445","Q15389","heparin biosynthetic process","GO:0030210"
"6446","Q15389","in utero embryonic development","GO:0001701"
"6447","Q15389","leukocyte migration","GO:0050900"
"6448","Q15389","MAPK cascade","GO:0000165"
"6449","Q15389","negative regulation of apoptotic process","GO:0043066"
"6450","Q15389","negative regulation of cell adhesion","GO:0007162"
"6451","Q15389","negative regulation of cytokine secretion involved in immune response","GO:0002740"
"6452","Q15389","negative regulation of endothelial cell apoptotic process","GO:2000352"
"6453","Q15389","negative regulation of neuron apoptotic process","GO:0043524"
"6454","Q15389","negative regulation of protein import into nucleus","GO:0042308"
"6455","Q15389","negative regulation of protein phosphorylation","GO:0001933"
"6456","Q15389","negative regulation of vascular permeability","GO:0043116"
"6457","Q15389","positive chemotaxis","GO:0050918"
"6458","Q15389","positive regulation of blood vessel endothelial cell migration","GO:0043536"
"6459","Q15389","positive regulation of cell adhesion","GO:0045785"
"6460","Q15389","positive regulation of endothelial cell migration","GO:0010595"
"6461","Q15389","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"6462","Q15389","positive regulation of peptidyl-serine phosphorylation","GO:0033138"
"6463","Q15389","positive regulation of peptidyl-tyrosine phosphorylation","GO:0050731"
"6464","Q15389","positive regulation of phosphatidylinositol 3-kinase signaling","GO:0014068"
"6465","Q15389","positive regulation of protein kinase B signaling","GO:0051897"
"6466","Q15389","positive regulation of protein ubiquitination","GO:0031398"
"6467","Q15389","positive regulation of receptor internalization","GO:0002092"
"6468","Q15389","protein localization to cell surface","GO:0034394"
"6469","Q15389","regulation of I-kappaB kinase/NF-kappaB signaling","GO:0043122"
"6470","Q15389","regulation of macrophage migration inhibitory factor signaling pathway","GO:2000446"
"6471","Q15389","regulation of protein binding","GO:0043393"
"6472","Q15389","regulation of skeletal muscle satellite cell proliferation","GO:0014842"
"6473","Q15389","regulation of tumor necrosis factor production","GO:0032680"
"6474","Q15389","sprouting angiogenesis","GO:0002040"
"6475","Q15389","Tie signaling pathway","GO:0048014"
"6476","Q15485","complement activation","GO:0006956"
"6477","Q15485","complement activation, lectin pathway","GO:0001867"
"6478","Q15485","defense response to Gram-negative bacterium","GO:0050829"
"6479","Q15485","defense response to Gram-positive bacterium","GO:0050830"
"6480","Q15485","opsonization","GO:0008228"
"6481","Q15485","recognition of apoptotic cell","GO:0043654"
"6482","Q15582","angiogenesis","GO:0001525"
"6483","Q15582","cell adhesion","GO:0007155"
"6484","Q15582","cell population proliferation","GO:0008283"
"6485","Q15582","cellular protein metabolic process","GO:0044267"
"6486","Q15582","chondrocyte differentiation","GO:0002062"
"6487","Q15582","extracellular matrix organization","GO:0030198"
"6488","Q15582","negative regulation of cell adhesion","GO:0007162"
"6489","Q15582","response to stimulus","GO:0050896"
"6490","Q15582","visual perception","GO:0007601"
"6491","Q16270","cell adhesion","GO:0007155"
"6492","Q16270","cellular protein metabolic process","GO:0044267"
"6493","Q16270","cellular response to hormone stimulus","GO:0032870"
"6494","Q16270","embryo implantation","GO:0007566"
"6495","Q16270","negative regulation of cell population proliferation","GO:0008285"
"6496","Q16270","post-translational protein modification","GO:0043687"
"6497","Q16270","regulation of cell growth","GO:0001558"
"6498","Q16270","regulation of steroid biosynthetic process","GO:0050810"
"6499","Q16270","response to cortisol","GO:0051414"
"6500","Q16270","response to heat","GO:0009408"
"6501","Q16270","response to retinoic acid","GO:0032526"
"6502","Q16552","apoptotic process","GO:0006915"
"6503","Q16552","cell-cell signaling","GO:0007267"
"6504","Q16552","cell death","GO:0008219"
"6505","Q16552","cellular response to interleukin-1","GO:0071347"
"6506","Q16552","cytokine-mediated signaling pathway","GO:0019221"
"6507","Q16552","defense response to fungus","GO:0050832"
"6508","Q16552","fibroblast activation","GO:0072537"
"6509","Q16552","granulocyte migration","GO:0097530"
"6510","Q16552","immune response","GO:0006955"
"6511","Q16552","inflammatory response","GO:0006954"
"6512","Q16552","interleukin-17-mediated signaling pathway","GO:0097400"
"6513","Q16552","positive regulation of cytokine production involved in inflammatory response","GO:1900017"
"6514","Q16552","positive regulation of interleukin-23 production","GO:0032747"
"6515","Q16552","positive regulation of interleukin-6 secretion","GO:2000778"
"6516","Q16552","positive regulation of osteoclast differentiation","GO:0045672"
"6517","Q16552","positive regulation of transcription by RNA polymerase II","GO:0045944"
"6518","Q16619","cell-cell signaling","GO:0007267"
"6519","Q16619","cell surface receptor signaling pathway","GO:0007166"
"6520","Q16619","cytokine-mediated signaling pathway","GO:0019221"
"6521","Q16619","leukemia inhibitory factor signaling pathway","GO:0048861"
"6522","Q16619","muscle organ development","GO:0007517"
"6523","Q16619","neuron development","GO:0048666"
"6524","Q16619","neuron differentiation","GO:0030182"
"6525","Q16619","positive regulation of cell population proliferation","GO:0008284"
"6526","Q16619","positive regulation of tyrosine phosphorylation of STAT protein","GO:0042531"
"6527","Q16627","cellular calcium ion homeostasis","GO:0006874"
"6528","Q16627","cellular response to interferon-gamma","GO:0071346"
"6529","Q16627","cellular response to interleukin-1","GO:0071347"
"6530","Q16627","cellular response to tumor necrosis factor","GO:0071356"
"6531","Q16627","chemokine-mediated signaling pathway","GO:0070098"
"6532","Q16627","G protein-coupled receptor signaling pathway","GO:0007186"
"6533","Q16627","inflammatory response","GO:0006954"
"6534","Q16627","lymphocyte chemotaxis","GO:0048247"
"6535","Q16627","monocyte chemotaxis","GO:0002548"
"6536","Q16627","neutrophil chemotaxis","GO:0030593"
"6537","Q16627","positive regulation of cell population proliferation","GO:0008284"
"6538","Q16627","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"6539","Q16627","positive regulation of GTPase activity","GO:0043547"
"6540","Q16663","cell-cell signaling","GO:0007267"
"6541","Q16663","cellular calcium ion homeostasis","GO:0006874"
"6542","Q16663","cellular response to interferon-gamma","GO:0071346"
"6543","Q16663","cellular response to interleukin-1","GO:0071347"
"6544","Q16663","cellular response to tumor necrosis factor","GO:0071356"
"6545","Q16663","chemokine-mediated signaling pathway","GO:0070098"
"6546","Q16663","chemotaxis","GO:0006935"
"6547","Q16663","eosinophil chemotaxis","GO:0048245"
"6548","Q16663","G protein-coupled receptor signaling pathway","GO:0007186"
"6549","Q16663","inflammatory response","GO:0006954"
"6550","Q16663","lymphocyte chemotaxis","GO:0048247"
"6551","Q16663","monocyte chemotaxis","GO:0002548"
"6552","Q16663","neutrophil chemotaxis","GO:0030593"
"6553","Q16663","positive regulation of ERK1 and ERK2 cascade","GO:0070374"
"6554","Q16663","positive regulation of GTPase activity","GO:0043547"
"6555","Q16663","signal transduction","GO:0007165"
"6556","Q16769","cellular protein modification process","GO:0006464"
"6557","Q16769","neutrophil degranulation","GO:0043312"
"6558","Q16769","peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase","GO:0017186"
"6559","Q16790","bicarbonate transport","GO:0015701"
"6560","Q16790","morphogenesis of an epithelium","GO:0002009"
"6561","Q16790","regulation of transcription from RNA polymerase II promoter in response to hypoxia","GO:0061418"
"6562","Q16790","response to drug","GO:0042493"
"6563","Q16790","response to testosterone","GO:0033574"
"6564","Q16790","secretion","GO:0046903"
"6565","Q16853","amine metabolic process","GO:0009308"
"6566","Q16853","cell adhesion","GO:0007155"
"6567","Q16853","inflammatory response","GO:0006954"
"6568","Q16853","negative regulation of primary amine oxidase activity","GO:1902283"
"6569","Q16853","response to antibiotic","GO:0046677"
"6570","Q16853","xenobiotic metabolic process","GO:0006805"
"6571","Q16864","insulin receptor signaling pathway","GO:0008286"
"6572","Q16864","ion transmembrane transport","GO:0034220"
"6573","Q16864","phagosome acidification","GO:0090383"
"6574","Q16864","proton transmembrane transport","GO:1902600"
"6575","Q16864","transferrin transport","GO:0033572"
"6576","Q29980","adaptive immune response","GO:0002250"
"6577","Q29980","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","GO:0002476"
"6578","Q29980","cytolysis","GO:0019835"
"6579","Q29980","gamma-delta T cell activation","GO:0046629"
"6580","Q29980","immune response-activating cell surface receptor signaling pathway","GO:0002429"
"6581","Q29980","negative regulation of defense response to virus by host","GO:0050689"
"6582","Q29980","regulation of immune response","GO:0050776"
"6583","Q29980","response to heat","GO:0009408"
"6584","Q29980","response to oxidative stress","GO:0006979"
"6585","Q29980","response to retinoic acid","GO:0032526"
"6586","Q29980","viral process","GO:0016032"
"6587","Q29983","antigen processing and presentation of endogenous peptide antigen via MHC class Ib","GO:0002476"
"6588","Q29983","cellular response to DNA damage stimulus","GO:0006974"
"6589","Q29983","cytolysis","GO:0019835"
"6590","Q29983","defense response to bacterium","GO:0042742"
"6591","Q29983","defense response to virus","GO:0051607"
"6592","Q29983","gamma-delta T cell activation","GO:0046629"
"6593","Q29983","immune response to tumor cell","GO:0002418"
"6594","Q29983","natural killer cell mediated cytotoxicity","GO:0042267"
"6595","Q29983","negative regulation of natural killer cell activation","GO:0032815"
"6596","Q29983","negative regulation of natural killer cell mediated cytotoxicity","GO:0045953"
"6597","Q29983","regulation of immune response","GO:0050776"
"6598","Q29983","response to heat","GO:0009408"
"6599","Q29983","T cell mediated cytotoxicity","GO:0001913"
"6600","Q29983","viral process","GO:0016032"
"6601","Q5JZY3","axon guidance","GO:0007411"
"6602","Q5JZY3","ephrin receptor signaling pathway","GO:0048013"
"6603","Q5JZY3","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169"
"6604","Q5T2D2","regulation of immune response","GO:0050776"
"6605","Q5T2D2","regulation of innate immune response","GO:0045088"
"6606","Q5T2D2","T cell activation","GO:0042110"
"6607","Q5T4W7","axon guidance","GO:0007411"
"6608","Q5T4W7","induction of positive chemotaxis","GO:0050930"
"6609","Q5T4W7","lymphocyte migration into lymphoid organs","GO:0097021"
"6610","Q5T4W7","MAPK cascade","GO:0000165"
"6611","Q5T4W7","neuroblast proliferation","GO:0007405"
"6612","Q5T4W7","peripheral nervous system development","GO:0007422"
"6613","Q5T4W7","Peyer's patch morphogenesis","GO:0061146"
"6614","Q5T4W7","signal transduction","GO:0007165"
"6615","Q6EMK4","cellular response to hypoxia","GO:0071456"
"6616","Q6EMK4","cellular response to redox state","GO:0071461"
"6617","Q6EMK4","negative regulation of epithelial to mesenchymal transition","GO:0010719"
"6618","Q6EMK4","negative regulation of transforming growth factor beta receptor signaling pathway","GO:0030512"
"6619","Q6UWL6","cell adhesion","GO:0007155"
"6620","Q6UWL6","cell-cell adhesion","GO:0098609"
"6621","Q6UWL6","negative regulation of protein phosphorylation","GO:0001933"
"6622","Q6UX27","immune system process","GO:0002376"
"6623","Q6UXK2","positive regulation of axon extension","GO:0045773"
"6624","Q86VB7","acute-phase response","GO:0006953"
"6625","Q86VB7","receptor-mediated endocytosis","GO:0006898"
"6626","Q86Z14","carbohydrate metabolic process","GO:0005975"
"6627","Q86Z14","fibroblast growth factor receptor signaling pathway","GO:0008543"
"6628","Q86Z14","MAPK cascade","GO:0000165"
"6629","Q86Z14","positive regulation of cell population proliferation","GO:0008284"
"6630","Q86Z14","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway","GO:0090080"
"6631","Q86Z14","positive regulation of protein kinase B signaling","GO:0051897"
"6632","Q8IU54","cytokine-mediated signaling pathway","GO:0019221"
"6633","Q8IU54","defense response to virus","GO:0051607"
"6634","Q8IU54","innate immune response","GO:0045087"
"6635","Q8IU54","negative regulation of cell population proliferation","GO:0008285"
"6636","Q8IU54","negative regulation of interleukin-13 production","GO:0032696"
"6637","Q8IU54","negative regulation of interleukin-5 production","GO:0032714"
"6638","Q8IU54","negative regulation of memory T cell differentiation","GO:0043381"
"6639","Q8IU54","negative regulation of T cell differentiation","GO:0045581"
"6640","Q8IU54","negative regulation of transcription, DNA-templated","GO:0045892"
"6641","Q8IU54","negative regulation of type 2 immune response","GO:0002829"
"6642","Q8IU54","positive regulation of immune response","GO:0050778"
"6643","Q8IU54","positive regulation of interferon-gamma production","GO:0032729"
"6644","Q8IU54","positive regulation of MHC class I biosynthetic process","GO:0045345"
"6645","Q8IU54","positive regulation of receptor signaling pathway via JAK-STAT","GO:0046427"
"6646","Q8IU54","positive regulation of transcription, DNA-templated","GO:0045893"
"6647","Q8IU54","positive regulation of tyrosine phosphorylation of STAT protein","GO:0042531"
"6648","Q8IU54","receptor signaling pathway via JAK-STAT","GO:0007259"
"6649","Q8IX05","phagocytosis","GO:0006909"
"6650","Q8IXJ6","autophagy","GO:0006914"
"6651","Q8IXJ6","cell division","GO:0051301"
"6652","Q8IXJ6","cellular lipid catabolic process","GO:0044242"
"6653","Q8IXJ6","cellular response to caloric restriction","GO:0061433"
"6654","Q8IXJ6","cellular response to epinephrine stimulus","GO:0071872"
"6655","Q8IXJ6","cellular response to hepatocyte growth factor stimulus","GO:0035729"
"6656","Q8IXJ6","cellular response to hypoxia","GO:0071456"
"6657","Q8IXJ6","cellular response to molecule of bacterial origin","GO:0071219"
"6658","Q8IXJ6","cellular response to oxidative stress","GO:0034599"
"6659","Q8IXJ6","chromatin silencing","GO:0006342"
"6660","Q8IXJ6","chromatin silencing at rDNA","GO:0000183"
"6661","Q8IXJ6","chromatin silencing at telomere","GO:0006348"
"6662","Q8IXJ6","hepatocyte growth factor receptor signaling pathway","GO:0048012"
"6663","Q8IXJ6","histone deacetylation","GO:0016575"
"6664","Q8IXJ6","histone H3 deacetylation","GO:0070932"
"6665","Q8IXJ6","histone H4 deacetylation","GO:0070933"
"6666","Q8IXJ6","innate immune response","GO:0045087"
"6667","Q8IXJ6","meiotic cell cycle","GO:0051321"
"6668","Q8IXJ6","myelination in peripheral nervous system","GO:0022011"
"6669","Q8IXJ6","negative regulation of autophagy","GO:0010507"
"6670","Q8IXJ6","negative regulation of cell population proliferation","GO:0008285"
"6671","Q8IXJ6","negative regulation of defense response to bacterium","GO:1900425"
"6672","Q8IXJ6","negative regulation of fat cell differentiation","GO:0045599"
"6673","Q8IXJ6","negative regulation of NLRP3 inflammasome complex assembly","GO:1900226"
"6674","Q8IXJ6","negative regulation of oligodendrocyte progenitor proliferation","GO:0070446"
"6675","Q8IXJ6","negative regulation of peptidyl-threonine phosphorylation","GO:0010801"
"6676","Q8IXJ6","negative regulation of protein catabolic process","GO:0042177"
"6677","Q8IXJ6","negative regulation of reactive oxygen species metabolic process","GO:2000378"
"6678","Q8IXJ6","negative regulation of striated muscle tissue development","GO:0045843"
"6679","Q8IXJ6","negative regulation of transcription, DNA-templated","GO:0045892"
"6680","Q8IXJ6","negative regulation of transcription by RNA polymerase II","GO:0000122"
"6681","Q8IXJ6","negative regulation of transcription from RNA polymerase II promoter in response to hypoxia","GO:0061428"
"6682","Q8IXJ6","peptidyl-lysine deacetylation","GO:0034983"
"6683","Q8IXJ6","phosphatidylinositol 3-kinase signaling","GO:0014065"
"6684","Q8IXJ6","positive regulation of attachment of spindle microtubules to kinetochore","GO:0051987"
"6685","Q8IXJ6","positive regulation of cell division","GO:0051781"
"6686","Q8IXJ6","positive regulation of DNA binding","GO:0043388"
"6687","Q8IXJ6","positive regulation of execution phase of apoptosis","GO:1900119"
"6688","Q8IXJ6","positive regulation of meiotic nuclear division","GO:0045836"
"6689","Q8IXJ6","positive regulation of oocyte maturation","GO:1900195"
"6690","Q8IXJ6","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","GO:0032436"
"6691","Q8IXJ6","positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia","GO:2000777"
"6692","Q8IXJ6","positive regulation of transcription by RNA polymerase II","GO:0045944"
"6693","Q8IXJ6","proteasome-mediated ubiquitin-dependent protein catabolic process","GO:0043161"
"6694","Q8IXJ6","protein ADP-ribosylation","GO:0006471"
"6695","Q8IXJ6","protein deacetylation","GO:0006476"
"6696","Q8IXJ6","protein kinase B signaling","GO:0043491"
"6697","Q8IXJ6","regulation of cell cycle","GO:0051726"
"6698","Q8IXJ6","regulation of exit from mitosis","GO:0007096"
"6699","Q8IXJ6","regulation of myelination","GO:0031641"
"6700","Q8IXJ6","regulation of phosphorylation","GO:0042325"
"6701","Q8IXJ6","response to redox state","GO:0051775"
"6702","Q8IXJ6","substantia nigra development","GO:0021762"
"6703","Q8IXJ6","tubulin deacetylation","GO:0090042"
"6704","Q8N423","adaptive immune response","GO:0002250"
"6705","Q8N423","cell-cell signaling","GO:0007267"
"6706","Q8N423","cell surface receptor signaling pathway","GO:0007166"
"6707","Q8N423","cellular defense response","GO:0006968"
"6708","Q8N423","cellular response to lipopolysaccharide","GO:0071222"
"6709","Q8N423","Fc receptor mediated inhibitory signaling pathway","GO:0002774"
"6710","Q8N423","heterotypic cell-cell adhesion","GO:0034113"
"6711","Q8N423","immune response","GO:0006955"
"6712","Q8N423","immune response-inhibiting cell surface receptor signaling pathway","GO:0002767"
"6713","Q8N423","learning or memory","GO:0007611"
"6714","Q8N423","negative regulation of antigen processing and presentation","GO:0002578"
"6715","Q8N423","negative regulation of calcium ion transport","GO:0051926"
"6716","Q8N423","negative regulation of postsynaptic density organization","GO:1905875"
"6717","Q8N423","negative regulation of protein metabolic process","GO:0051248"
"6718","Q8N423","negative regulation of T cell proliferation","GO:0042130"
"6719","Q8N423","neutrophil degranulation","GO:0043312"
"6720","Q8N423","positive regulation of interleukin-6 production","GO:0032755"
"6721","Q8N423","positive regulation of long-term synaptic depression","GO:1900454"
"6722","Q8N423","positive regulation of protein dephosphorylation","GO:0035307"
"6723","Q8N423","positive regulation of regulatory T cell differentiation","GO:0045591"
"6724","Q8N423","positive regulation of T cell proliferation","GO:0042102"
"6725","Q8N423","positive regulation of T cell tolerance induction","GO:0002666"
"6726","Q8N423","positive regulation of tolerance induction","GO:0002645"
"6727","Q8N423","regulation of dendritic cell differentiation","GO:2001198"
"6728","Q8N423","regulation of immune response","GO:0050776"
"6729","Q8N423","regulation of long-term synaptic potentiation","GO:1900271"
"6730","Q8N423","signal transduction","GO:0007165"
"6731","Q8N474","bone trabecula formation","GO:0060346"
"6732","Q8N474","canonical Wnt signaling pathway","GO:0060070"
"6733","Q8N474","cellular response to BMP stimulus","GO:0071773"
"6734","Q8N474","cellular response to estradiol stimulus","GO:0071392"
"6735","Q8N474","cellular response to estrogen stimulus","GO:0071391"
"6736","Q8N474","cellular response to fibroblast growth factor stimulus","GO:0044344"
"6737","Q8N474","cellular response to growth factor stimulus","GO:0071363"
"6738","Q8N474","cellular response to heparin","GO:0071504"
"6739","Q8N474","cellular response to hypoxia","GO:0071456"
"6740","Q8N474","cellular response to interleukin-1","GO:0071347"
"6741","Q8N474","cellular response to prostaglandin E stimulus","GO:0071380"
"6742","Q8N474","cellular response to starvation","GO:0009267"
"6743","Q8N474","cellular response to transforming growth factor beta stimulus","GO:0071560"
"6744","Q8N474","cellular response to tumor necrosis factor","GO:0071356"
"6745","Q8N474","cellular response to vitamin D","GO:0071305"
"6746","Q8N474","cellular response to X-ray","GO:0071481"
"6747","Q8N474","convergent extension involved in somitogenesis","GO:0090246"
"6748","Q8N474","digestive tract morphogenesis","GO:0048546"
"6749","Q8N474","dopaminergic neuron differentiation","GO:0071542"
"6750","Q8N474","dorsal/ventral axis specification","GO:0009950"
"6751","Q8N474","female gonad development","GO:0008585"
"6752","Q8N474","hematopoietic progenitor cell differentiation","GO:0002244"
"6753","Q8N474","hematopoietic stem cell differentiation","GO:0060218"
"6754","Q8N474","male gonad development","GO:0008584"
"6755","Q8N474","negative regulation of androgen receptor signaling pathway","GO:0060766"
"6756","Q8N474","negative regulation of apoptotic process","GO:0043066"
"6757","Q8N474","negative regulation of B cell differentiation","GO:0045578"
"6758","Q8N474","negative regulation of BMP signaling pathway","GO:0030514"
"6759","Q8N474","negative regulation of bone remodeling","GO:0046851"
"6760","Q8N474","negative regulation of canonical Wnt signaling pathway","GO:0090090"
"6761","Q8N474","negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation","GO:2000080"
"6762","Q8N474","negative regulation of cell growth","GO:0030308"
"6763","Q8N474","negative regulation of cell migration","GO:0030336"
"6764","Q8N474","negative regulation of cell population proliferation","GO:0008285"
"6765","Q8N474","negative regulation of epithelial cell proliferation","GO:0050680"
"6766","Q8N474","negative regulation of epithelial to mesenchymal transition","GO:0010719"
"6767","Q8N474","negative regulation of fibroblast apoptotic process","GO:2000270"
"6768","Q8N474","negative regulation of fibroblast proliferation","GO:0048147"
"6769","Q8N474","negative regulation of gene expression","GO:0010629"
"6770","Q8N474","negative regulation of insulin secretion","GO:0046676"
"6771","Q8N474","negative regulation of JUN kinase activity","GO:0043508"
"6772","Q8N474","negative regulation of ossification","GO:0030279"
"6773","Q8N474","negative regulation of osteoblast differentiation","GO:0045668"
"6774","Q8N474","negative regulation of osteoblast proliferation","GO:0033689"
"6775","Q8N474","negative regulation of osteoclast differentiation","GO:0045671"
"6776","Q8N474","negative regulation of peptidyl-tyrosine phosphorylation","GO:0050732"
"6777","Q8N474","negative regulation of planar cell polarity pathway involved in axis elongation","GO:2000041"
"6778","Q8N474","negative regulation of transcription, DNA-templated","GO:0045892"
"6779","Q8N474","negative regulation of Wnt signaling pathway","GO:0030178"
"6780","Q8N474","negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","GO:2000054"
"6781","Q8N474","neural crest cell fate commitment","GO:0014034"
"6782","Q8N474","non-canonical Wnt signaling pathway","GO:0035567"
